sp,seed source location,dead,notes,trt,rep,series,subgenus,genetic.lineage,n.kg.ha.yr,p.kg.ha.yr,ht.23.cm,ht.53.cm,ht.82.cm,ht.144.cm,ht.197.cm,bd.246.mm,ht.246.in,ht.246.cm,leaf 1 cm2,leaf 2 cm2,leaf 1 mg,leaf 2 mg,sla 1 cm2 g,sla 2 cm2 g,leaf size cm2,sla cm2 g,harvest day dec 2015,days old,ht cm,stem diam mm,lig diam mm,rel lig size,Percent rust scaleinsects discoloration mildew,winrhizo id,srl cm,srl g,srl cm g,extra root g,total root g,ssd vol cm3,ssd mass g,ssd mg mm3,extra agb g,total agb g,rs,total biomass g,RGR
E. ovata,,n,,9,3,Ovatae,S,AlpWBYgum,100,0,5.715,12.7,17.145,30,59,1,3,7.62,23.0643,24.4788,256.33,339.64,89.97893341,72.07278295,23.77155,81.02585818,8,347,70,7.29,12.42,0.703703704,50,ova93,1720.4532,0.58512,2940.342494,6.32725,6.91237,3.446,1.5526,0.450551364,8.84519,10.99376,0.628753948,17.90613,0.05160268
E. ovata,,n,,9,4,Ovatae,S,AlpWBYgum,100,0,3.175,6.985,13.335,33,63,7.7,32,81.28,16.7036,10.6752,176.24,139.84,94.77757603,76.33867277,13.6894,85.5581244,8,347,85.5,7.97,15.04,0.887076537,60,ova94,1535.3312,0.49924,3075.336912,6.25543,6.75467,3.048,1.5079,0.494717848,17.53313,19.35711,0.348950334,26.11178,0.075250086
E. ovata,,n,,9,5,Ovatae,S,AlpWBYgum,100,0,4.7625,15.24,23.495,40,61,6.5,31,78.74,24.5886,18.8126,203.56,213.99,120.7928866,87.9134539,21.7006,104.3531703,8,347,83.75,7.85,22.38,1.850955414,20,ova95,1683.1291,0.49415,3406.109683,9.24736,9.74151,4.964,2.2594,0.455157131,12.62825,15.3052,0.636483679,25.04671,0.07218072
E. ovata,,n,,10,1,Ovatae,S,AlpWBYgum,100,12,3.175,7.9375,,15,42,4,24,60.96,9.8406,18.1608,96.54,135.45,101.9328776,134.0775194,14.0007,118.0051985,11,350,65.25,5.82,13.31,1.286941581,30,ova101,1874.6527,0.1691,11086.05973,3.2219,3.391,2.776,1.2653,0.455799712,5.4542,6.95149,0.487809088,10.34249,0.029549971
E. ovata,,n,,10,2,Ovatae,S,AlpWBYgum,100,12,4.1275,11.43,18.415,33,51,5.4,27,68.58,21.3433,12.9597,159.2,117.86,134.0659548,109.9584253,17.1515,122.01219,10,349,71.5,18.5,18.5,0,40,ova102,2407.8308,0.39338,6120.877523,7.72516,8.11854,3.402,1.4752,0.433627278,8.6027,10.35496,0.784024274,18.4735,0.052932665
E. ovata,,y,,10,3,Ovatae,S,AlpWBYgum,100,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. ovata,,n,,10,4,Ovatae,S,AlpWBYgum,100,12,3.175,5.3975,7.62,11,25,2.1,14,35.56,21.3261,5.2949,110.25,24.41,193.4340136,216.9151987,13.3105,205.1746061,10,349,38,3.08,4.66,0.512987013,80,ova104,1818.9911,0.24678,7370.901613,0.34692,0.5937,0.88,0.3929,0.446477273,1.83897,2.36653,0.250873642,2.96023,0.008482034
E. ovata,,n,,10,5,Ovatae,S,AlpWBYgum,100,12,4.7625,10.795,24.13,35,71,5.6,33,83.82,23.0179,17.4864,188.22,166.9,122.29253,104.7717196,20.25215,113.5321248,10,349,87.75,7.27,18.69,1.570839065,30,ova105,1967.1232,0.43368,4535.886368,3.7081,4.14178,3.685,1.6255,0.441112619,11.38567,13.36629,0.309867585,17.50807,0.05016639
E. pauciflora,,n,,1,1,Obliquae,E,Ash,0,0,2.8575,3.81,6.985,7,12,1.7,5,12.7,,,,,,,,,4,343,12,1.71,4.55,1.660818713,100,pau11,1378.6698,0.1401,9840.61242,0,0.1401,0.257,0.122,0.474708171,0.4504,0.5724,0.24475891,0.7125,0.002077259
E. pauciflora,,y,,1,2,Obliquae,E,Ash,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. pauciflora,,n,,1,3,Obliquae,E,Ash,0,0,1.905,2.54,2.54,3,6,0.7,3,7.62,,,,,,,,,13,352,6.25,0.62,0.62,0,100,pau13,371.5566,0.02849,13041.6497,0,0.02849,,,,0.06612,0.06612,0.430883243,0.09461,0.000268778
E. pauciflora,,n,,1,4,Obliquae,E,Ash,0,0,2.54,3.81,3.175,4,12,1.4,5,12.7,5.6565,,39.79,,142.1588339,,5.6565,142.1588339,8,347,12.25,1.82,2.98,0.637362637,100,pau14,2253.9233,0.29243,7707.565229,0,0.29243,0.176,0.0855,0.485795455,0.31302,0.43831,0.667176199,0.73074,0.002105879
E. pauciflora,,y,,1,5,Obliquae,E,Ash,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. pauciflora,,n,,2,1,Obliquae,E,Ash,0,12,2.2225,3.4925,4.445,6.5,20,2.66,9,22.86,20.6276,19.7109,207.29,158.24,99.51083024,124.5633215,20.16925,112.0370759,8,347,23.5,3.27,9.37,1.865443425,80,pau21,2803.9566,0.45134,6212.515177,0,0.45134,0.948,0.4342,0.458016878,1.30323,2.10296,0.214621296,2.5543,0.007361095
E. pauciflora,,n,,2,2,Obliquae,E,Ash,0,12,1.905,2.54,2.54,3,14,2.21,10,25.4,16.0461,20.424,135.92,155.94,118.0554738,130.9734513,18.23505,124.5144626,8,347,26,3.75,6.34,0.690666667,80,pau22,2625.9343,0.69,3805.701884,0,0.69,0.87,0.37,0.425287356,1.40501,2.06687,0.333838122,2.75687,0.00794487
E. pauciflora,,y,,2,3,Obliquae,E,Ash,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. pauciflora,,y,,2,4,Obliquae,E,Ash,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. pauciflora,,n,,2,5,Obliquae,E,Ash,0,12,2.2225,2.8575,2.54,3.5,9,1.39,3.5,8.89,,,,,,,,,8,347,8.25,1.13,1.13,0,100,pau25,1293.3617,0.09972,12969.93281,0,0.09972,,,,0.18018,0.18018,0.553446553,0.2799,0.000806628
E. pauciflora,,n,,3,1,Obliquae,E,Ash,12,0,2.54,2.54,3.175,5,6,0.6,3,7.62,,,,,,,,,13,352,13.75,0.78,1.56,1,100,pau31,220.5155,0.01853,11900.45872,0,0.01853,0.063,0.0262,0.415873016,0.11205,0.13825,0.13403255,0.15678,0.000445398
E. pauciflora,,n,,3,2,Obliquae,E,Ash,12,0,2.54,2.54,2.54,2.5,4,0.6,3,7.62,,,,,,,,,11,350,8.25,0.77,1.39,0.805194805,100,pau32,540.8891,0.04255,12711.84724,0,0.04255,,,,0.09878,0.09878,0.430755214,0.14133,0.0004038
E. pauciflora,,y,,3,3,Obliquae,E,Ash,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. pauciflora,,n,,3,4,Obliquae,E,Ash,12,0,2.2225,2.8575,3.81,6,6,0.4,3,7.62,,,,,,,,,5,344,7.5,0.48,0.48,0,100,pau34,62.0988,0.00586,10597.06485,0,0.00586,,,,0.06281,0.06281,0.093297246,0.06867,0.000199622
E. pauciflora,,n,,3,5,Obliquae,E,Ash,12,0,1.905,2.8575,3.175,6,25,0.6,2,5.08,24.4398,31.3161,127.86,159.9,191.1450023,195.84803,27.87795,193.4965162,13,352,36.5,3.98,5.64,0.417085427,60,pau35,1419.5943,0.17243,8232.87305,1.11366,1.28609,1.473,0.682,0.463000679,2.28876,3.25852,0.394685317,4.54461,0.012910824
E. pauciflora,,y,,4,1,Obliquae,E,Ash,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. pauciflora,,n,,4,2,Obliquae,E,Ash,12,12,1.5875,2.54,3.175,7.5,34,6.4,21,53.34,36.2981,21.1991,240.55,174.13,150.8962794,121.7429507,28.7486,136.319615,11,350,55.5,8.11,9.84,0.213316893,60,pau42,1916.0426,0.21742,8812.632692,3.79765,4.01507,3.654,1.5396,0.42134647,13.52752,15.4818,0.259341291,19.49687,0.055705343
E. pauciflora,,n,,4,3,Obliquae,E,Ash,12,12,2.2225,2.54,4.445,4.5,5,0.8,3,7.62,,,,,,,,,6,345,9.25,0.56,0.56,0,100,pau43,201.7494,0.01212,16645.9901,0,0.01212,,,,0.06175,0.06175,0.196275304,0.07387,0.000214116
E. pauciflora,,n,,4,4,Obliquae,E,Ash,12,12,2.2225,3.4925,3.81,4.5,14,1.4,8,20.32,5.9111,10.455,45.36,100.06,130.3152557,104.4873076,8.18305,117.4012817,9,348,18.75,2.31,2.89,0.251082251,100,pau44,3028.3055,0.41512,7295.012286,0,0.41512,0.397,0.1629,0.410327456,0.99545,1.30377,0.318399718,1.71889,0.004939339
E. pauciflora,,n,,4,5,Obliquae,E,Ash,12,12,1.905,3.175,3.175,3,3,2.6,12,30.48,,,,,,,,,9,348,7,0.47,0.47,0,100,pau45,50.5603,0.00294,17197.38095,0,0.00294,,,,0.03572,0.03572,0.082306831,0.03866,0.000111092
E. pauciflora,,y,,5,1,Obliquae,E,Ash,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. pauciflora,,n,,5,2,Obliquae,E,Ash,24,0,1.905,2.54,3.175,6,12,2.1,7,17.78,16.0198,,135.45,,118.2709487,,16.0198,59.13547434,11,350,20.75,2.03,2.42,0.192118227,100,pau52,1278.1176,0.13481,9480.88124,0,0.13481,0.378,0.1579,0.417724868,0.79803,1.09138,0.123522513,1.22619,0.0035034
E. pauciflora,,n,no data for final harvest,5,3,Obliquae,E,Ash,24,0,1.905,3.4925,5.08,5,10,1.3,6,15.24,4.8066,4.6004,30.88,26.8,155.6541451,171.6567164,4.7035,163.6554307,11,350,,,,,,pau53,677.0673,0.10216,6627.518598,0,0.10216,0.251,0.1151,0.458565737,0.51959,0.69237,0.147551165,0.79453,0.002270086
E. pauciflora,,y,,5,4,Obliquae,E,Ash,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. pauciflora,,n,,5,5,Obliquae,E,Ash,24,0,2.2225,3.4925,5.08,13,45,4.1,20,50.8,32.8163,19.3072,292.3,152.7,112.2692439,126.4387688,26.06175,119.3540064,10,349,47.75,5.51,8.35,0.515426497,90,pau55,2591.3667,0.39554,6551.465591,0.42525,0.82079,2.189,0.9647,0.440703518,6.42167,7.83137,0.104807971,8.65216,0.024791289
E. pauciflora,,y,,6,1,Obliquae,E,Ash,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. pauciflora,,y,,6,2,Obliquae,E,Ash,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. pauciflora,,y,,6,3,Obliquae,E,Ash,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. pauciflora,,n,,6,4,Obliquae,E,Ash,24,12,3.175,5.08,6.35,11,41,4.4,16,40.64,31.6418,16.1459,333.26,178.05,94.94628818,90.68183095,23.89385,92.81405956,6,345,40,5.49,8.66,0.577413479,100,pau64,2525.7768,0.33456,7549.548063,1.88243,2.21699,1.929,0.8888,0.460756869,4.82975,6.22986,0.35586514,8.44685,0.024483623
E. pauciflora,,n,,6,5,Obliquae,E,Ash,24,12,2.54,4.7625,7.62,8,31,4.2,17,43.18,24.6285,9.9105,135.05,66.36,182.3657904,149.3444846,17.2695,165.8551375,12,351,42.25,5,6.18,0.236,100,pau65,2477.9737,0.3516,7047.706769,0.88676,1.23836,1.554,0.643,0.413770914,2.84859,3.693,0.335326293,4.93136,0.014049459
E. pauciflora,,n,,7,1,Obliquae,E,Ash,50,0,4.445,5.08,6.985,11,40,4.3,22,55.88,36.2135,34.2649,419.45,397.79,86.33567767,86.13816335,35.2392,86.23692051,3,342,63.3,7.46,14.25,0.910187668,60,pau71,2221.4502,0.2469,8997.368165,5.69309,5.93999,3.693,1.6185,0.438261576,11.47412,13.90986,0.427034492,19.84985,0.058040497
E. pauciflora,,n,,7,2,Obliquae,E,Ash,50,0,4.445,6.985,11.43,23,36,4.1,18,45.72,23.6886,41.3737,226.69,324.99,104.4977723,127.3076095,32.53115,115.9026909,5,344,44.25,5.8,8.03,0.384482759,90,pau72,1985.8615,0.30295,6555.080046,2.20914,2.51209,3.178,1.3407,0.4218691,4.317,6.20938,0.404563741,8.72147,0.02535311
E. pauciflora,,n,,7,3,Obliquae,E,Ash,50,0,2.54,5.08,6.35,11,15,1.56,5.5,13.97,,,,,,,,,8,347,17,1.34,1.34,0,100,pau73,261.3676,0.02427,10769.16358,0,0.02427,0.236,0.077,0.326271186,0.25723,0.33423,0.072614667,0.3585,0.001033141
E. pauciflora,,n,,7,4,Obliquae,E,Ash,50,0,3.4925,4.6355,5.08,10,26,2.7,13,33.02,11.5226,26.9058,113.6,239.85,101.431338,112.177611,19.2142,106.8044745,5,344,12.75,3.93,8.98,1.284987277,100,pau74,1667.6189,0.17334,9620.50825,0.48301,0.65635,1.525,0.593,0.388852459,2.95424,3.90069,0.168265102,4.55704,0.013247209
E. pauciflora,,n,extra agb mission,7,5,Obliquae,E,Ash,50,0,2.8575,3.81,3.81,4.5,17,2.2,8,20.32,10.3719,22.6176,62.43,218.2,166.1364728,103.6553621,16.49475,134.8959175,6,345,22.5,2.95,6.8,1.305084746,90,pau75,1773.1169,0.29773,5955.452591,1.5224,1.82013,0.695,0.3212,0.462158273,1.89989,2.50172,0.727551445,4.32185,0.012527101
E. pauciflora,,n,,8,1,Obliquae,E,Ash,50,12,2.54,2.54,3.175,4.5,7,1.2,7,17.78,2.9809,,19.36,,153.9721074,,2.9809,153.9721074,10,349,16.5,0.95,0.95,0,100,pau81,415.4106,0.04075,10194.12515,0,0.04075,0.136,0.0562,0.413235294,0.14712,0.22268,0.182998024,0.26343,0.000754814
E. pauciflora,,y,,8,2,Obliquae,E,Ash,50,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. pauciflora,,n,height at final harvest and agb missing,8,3,Obliquae,E,Ash,50,12,1.905,2.8575,5.08,4,5,0.4,2,5.08,,,,,,,,,,343,,,,,,pau83,824.8835,0.0411,20070.15815,,0.0411,0.181,0.0643,0.355248619,0.36344,0.42774,,,
E. pauciflora,,n,,8,4,Obliquae,E,Ash,50,12,2.54,3.175,4.445,11,23,2.1,11,27.94,6.7687,10.2193,38.78,62.15,174.5410005,164.4296058,8.494,169.4853032,13,352,36.5,2.95,2.95,0,100,pau84,1062.8024,0.23669,4490.271663,0,0.23669,1.121,0.4646,0.414451383,0.97273,1.53826,0.153868657,1.77495,0.005042472
E. pauciflora,,n,,8,5,Obliquae,E,Ash,50,12,4.1275,5.715,10.16,14,35,3.9,19,48.26,32.5992,22.4255,267.94,159.64,121.6660446,140.4754448,27.51235,131.0707447,5,344,52.5,4.71,4.71,0,70,pau85,2526.9623,0.30664,8240.811049,1.45269,1.75933,2.875,1.1752,0.408765217,4.96369,6.56647,0.267926298,8.3258,0.024202907
E. pauciflora,,n,,9,1,Obliquae,E,Ash,100,0,2.8575,5.715,9.525,20.5,67,7,26,66.04,35.5036,51.0889,586.4,618.55,60.54502046,82.59461644,43.29625,71.56981845,6,345,67,10.39,20.9,1.011549567,100,pau91,3061.3402,0.61437,4982.89337,14.40941,15.02378,8.173,3.4771,0.425437416,23.40671,28.08876,0.53486804,43.11254,0.124963884
E. pauciflora,,y,,9,2,Obliquae,E,Ash,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. pauciflora,,n,,9,3,Obliquae,E,Ash,100,0,2.2225,3.4925,5.08,9,23,2.8,9,22.86,15.3772,,82.93,,185.4238514,,15.3772,185.4238514,13,352,15.75,2.49,2.49,0,100,pau93,700.4604,0.12388,5654.346141,0,0.12388,0.536,0.1784,0.332835821,0.67868,0.94001,0.131785832,1.06389,0.003022415
E. pauciflora,,n,,9,4,Obliquae,E,Ash,100,0,3.4925,4.7625,9.525,17,42,7.59,20,50.8,30.0289,34.2009,384.15,321.67,78.16972537,106.3229397,32.1149,92.24633251,8,347,58.25,7.65,7.65,0,80,pau94,2062.1118,0.36088,5714.120483,3.42565,3.78653,4.303,1.7599,0.408993725,7.8372,10.30292,0.367520082,14.08945,0.040603602
E. pauciflora,,n,extra agb mission,9,5,Obliquae,E,Ash,100,0,2.54,5.08,8.89,12,25,2.4,13,33.02,18.022,22.0298,174.48,157.44,103.2897753,139.9250508,20.0259,121.6074131,10,349,38,3.7,12.8,2.459459459,100,pau95,2078.8495,0.21832,9522.02959,1.21301,1.43133,1.297,0.6681,0.515111796,,,,,
E. pauciflora,,n,,10,1,Obliquae,E,Ash,100,12,3.4925,6.6675,7.62,13,16,3.4,10,25.4,12.3332,,99.64,,123.7775994,,12.3332,123.7775994,13,352,29,2.85,5.91,1.073684211,100,pau101,1541.1338,0.26771,5756.72855,0,0.26771,0.583,0.2422,0.415437393,1.6515,1.99334,0.134302226,2.26105,0.006423438
E. pauciflora,,y,,10,2,Obliquae,E,Ash,100,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. pauciflora,,n,,10,3,Obliquae,E,Ash,100,12,3.4925,9.2075,12.7,34,75,5.9,29,73.66,17.9561,32.867,137.6,263.63,130.4949128,124.6709403,25.41155,127.5829266,9,348,93.5,8.2,8.2,0,30,pau103,2716.8474,0.34894,7786.001605,3.03513,3.38407,5.332,2.1164,0.396924231,11.48306,14.00069,0.241707373,17.38476,0.049956207
E. pauciflora,,n,,10,4,Obliquae,E,Ash,100,12,2.54,5.715,8.89,18.5,47,6.6,21,53.34,33.3109,32.4275,320.9,342,103.804612,94.81725146,32.8692,99.31093175,6,345,55.5,8.5,8.5,0,50,pau104,4266.6324,0.61822,6901.479085,7.5777,8.19592,5.645,2.6504,0.469512843,14.4324,17.7457,0.461853858,25.94162,0.075193101
E. pauciflora,,n,,10,5,Obliquae,E,Ash,100,12,2.8575,5.715,9.525,15.5,44,7,17,43.18,34.217,15.5759,376,194.35,91.00265957,80.14355544,24.89645,85.57310751,8,347,53,8.25,8.74,0.059393939,90,pau105,1814.1308,0.40696,4457.761942,3.6447,4.05166,3.828,1.6613,0.433986416,10.037,12.26865,0.330244974,16.32031,0.047032594
E. pulchella,,n,,1,1,Piperitae,E,Peppermint,0,0,2.8575,8.255,16.51,25,47,8,27,68.58,1.3792,1.1911,11.6,10.2,118.8965517,116.7745098,1.28515,117.8355308,3,342,71.5,7.51,9.32,0.241011984,90,pul11,2393.8644,0.2342,10221.45346,1.08487,1.31907,6,2.5585,0.426416667,10.08193,12.66223,0.104173593,13.9813,0.040880994
E. pulchella,,n,,1,2,Piperitae,E,Peppermint,0,0,1.905,7.3025,14.605,31,72,7.2,40,101.6,2.0181,2.0786,11.4,13.3,177.0263158,156.2857143,2.04835,166.656015,3,342,105.5,9.39,10.01,0.066027689,30,pul12,1761.3015,0.30252,5822.099365,7.982,8.28452,8.566,3.9018,0.455498482,19.91798,23.84448,0.347439743,32.129,0.093944444
E. pulchella,,n,,1,3,Piperitae,E,Peppermint,0,0,2.54,5.715,8.255,11,23,1.5,10,25.4,1.2674,0.9597,4.8,2.5,264.0416667,383.88,1.11355,323.9608333,3,342,34,2.08,2.65,0.274038462,30,pul13,1627.599,0.1334,12200.89205,0,0.1334,,,,0.33883,0.34613,0.385404328,0.47953,0.001402135
E. pulchella,,y,,1,4,Piperitae,E,Peppermint,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. pulchella,,n,,1,5,Piperitae,E,Peppermint,0,0,2.54,5.08,11.43,23,50,4.8,29,73.66,4.6824,2.2652,43.2,20.2,108.3888889,112.1386139,3.4738,110.2637514,11,350,75.75,5.87,7.18,0.223168654,30,pul15,1281.3945,0.2267,5652.379797,2.19633,2.42303,1.681,0.8448,0.502558001,5.37788,6.28608,0.385459619,8.70911,0.024883171
E. pulchella,,n,,2,1,Piperitae,E,Peppermint,0,12,3.175,5.3975,9.525,16,42,3.3,21,53.34,1.7359,1.6249,7.6,8,228.4078947,203.1125,1.6804,215.7601974,3,342,62,4.25,6.39,0.503529412,20,pul21,1376.5839,0.23056,5970.610253,1.24827,1.47883,1.9,0.9194,0.483894737,3.23759,4.17259,0.354415363,5.65142,0.01652462
E. pulchella,,n,,2,2,Piperitae,E,Peppermint,0,12,3.175,7.62,12.065,15,40,3.4,21,53.34,2.0221,3.0738,18.1,19,111.718232,161.7789474,2.54795,136.7485897,3,342,54.5,3.88,3.88,0,60,pul22,1334.626,0.21826,6114.844681,0.93488,1.15314,1.682,0.7731,0.459631391,2.6138,3.424,0.336781542,4.57714,0.01338345
E. pulchella,,n,,2,3,Piperitae,E,Peppermint,0,12,3.175,6.985,10.795,19,29,3.6,13,33.02,2.2879,1.967,15.4,10.5,148.5649351,187.3333333,2.12745,167.9491342,3,342,42,4.28,6.46,0.509345794,70,pul23,2331.4853,0.29536,7893.707002,1.06603,1.36139,1.689,0.7711,0.456542333,2.20131,2.99831,0.45405245,4.3597,0.012747661
E. pulchella,,n,,2,4,Piperitae,E,Peppermint,0,12,3.175,5.715,9.525,20,33,5.5,17,43.18,2.8906,2.4674,19.7,14.9,146.7309645,165.5973154,2.679,156.16414,4,343,46,5.43,5.43,0,20,pul24,1793.353,0.23014,7792.44373,2.49199,2.72213,2.106,0.948,0.45014245,4.1694,5.152,0.528363742,7.87413,0.022956647
E. pulchella,,n,"first leaf for SLA: outlier (848.375), removed",2,5,Piperitae,E,Peppermint,0,12,3.4925,4.7625,6.35,7,9,1.01,5.5,13.97,,1.2066,,3.1,,389.2258065,1.2066,389.2258065,8,347,21.25,1,1,0,100,pul25,146.1251,0.02096,6971.617366,0,0.02096,0.097,0.0558,0.575257732,0.11236,0.17126,0.122387014,0.19222,0.000553948
E. pulchella,,n,"first leaf for SLA: outlier (687.143), removed",3,1,Piperitae,E,Peppermint,12,0,2.2225,4.1275,6.35,7,7,0.5,4,10.16,,0.7825,,2.2,,355.6818182,0.7825,355.6818182,12,351,19.75,1.11,1.48,0.333333333,30,pul31,310.8688,0.03434,9052.673267,0,0.03434,0.059,0.0412,0.698305085,0.10948,0.15288,0.224620617,0.18722,0.00053339
E. pulchella,,n,,3,2,Piperitae,E,Peppermint,12,0,2.54,6.6675,13.97,21.5,39,4.66,19,48.26,2.7412,3.6117,31.5,21.1,87.02222222,171.1706161,3.17645,129.0964192,3,342,47.5,5.46,11.29,1.067765568,40,pul32,1839.8451,0.33706,5458.509168,3.05835,3.39541,2.749,1.2715,0.46253183,7.68343,9.00753,0.376952394,12.40294,0.036265906
E. pulchella,,n,,3,3,Piperitae,E,Peppermint,12,0,2.2225,6.0325,13.97,24,41,5.1,22,55.88,2.0642,2.2569,16.6,15.9,124.3493976,141.9433962,2.16055,133.1463969,13,352,60.25,5.03,9.83,0.954274354,50,pul33,1402.3473,0.2299,6099.814267,2.66021,2.89011,2.254,1.0308,0.457320319,3.3685,4.4318,0.65213006,7.32191,0.020800881
E. pulchella,,n,,3,4,Piperitae,E,Peppermint,12,0,2.54,4.445,6.35,14,38,7.77,11,27.94,1.9656,1.6809,11.7,8.7,168,193.2068966,1.82325,180.6034483,3,342,65.5,5.55,5.55,0,20,pul34,925.4655,0.25571,3619.199484,2.22264,2.47835,3.097,1.3759,0.444268647,6.1025,7.4988,0.330499547,9.97715,0.029172953
E. pulchella,,n,,3,5,Piperitae,E,Peppermint,12,0,1.5875,4.1275,4.445,5,10,1.4,6,15.24,1.3471,1.3379,9.7,6.9,138.8762887,193.8985507,1.3425,166.3874197,3,342,16.5,1.35,1.35,0,50,pul35,1718.5863,0.16732,10271.25448,0,0.16732,,,,0.42528,0.44188,0.378654838,0.6092,0.001781287
E. pulchella,,n,,4,1,Piperitae,E,Peppermint,12,12,1.5875,4.7625,9.525,19,63,6.3,33,83.82,2.09,2.7461,20,24,104.5,114.4208333,2.41805,109.4604167,3,342,83,8.5,12.05,0.417647059,40,pul41,1816.1577,0.37082,4897.680006,7.59295,7.96377,5.832,2.6833,0.460099451,18.10528,20.83258,0.382274783,28.79635,0.084199854
E. pulchella,,n,,4,2,Piperitae,E,Peppermint,12,12,2.2225,6.6675,18.415,32,75,7,39,99.06,2.4267,2.2093,19.8,21.8,122.5606061,101.3440367,2.318,111.9523214,3,342,103.5,8.32,12.8,0.538461538,40,pul42,2122.9883,0.4561,4654.655339,4.92005,5.37615,6.927,3.0685,0.442976758,15.7741,18.8842,0.284690376,24.26035,0.070936696
E. pulchella,,n,,4,3,Piperitae,E,Peppermint,12,12,2.54,6.6675,12.065,18,30,3,16,40.64,1.6261,2.435,6.8,9,239.1323529,270.5555556,2.03055,254.8439542,3,342,41.5,4.01,4.01,0,60,pul43,1677.6116,0.24259,6915.419432,1.20783,1.45042,1.76,0.7993,0.454147727,1.98231,2.79741,0.518486743,4.24783,0.012420556
E. pulchella,,n,,4,4,Piperitae,E,Peppermint,12,12,3.175,8.255,12.065,19,54,4.5,29,73.66,1.7523,2.0539,9.6,11.3,182.53125,181.7610619,1.9031,182.146156,3,342,88.5,8.08,9.42,0.165841584,5,pul44,2523.2127,0.50341,5012.24191,3.52538,4.02879,4.789,2.0932,0.437084986,10.17669,12.29079,0.327789345,16.31958,0.04771807
E. pulchella,,n,,4,5,Piperitae,E,Peppermint,12,12,2.54,6.35,11.43,20,27,2.4,10,25.4,,,,,,,,,3,342,27,3.31,3.9,0.178247734,70,pul45,2029.6377,0.17723,11451.99853,0.65122,0.82845,0.633,0.3114,0.491943128,1.01483,1.32623,0.624665405,2.15468,0.006300234
E. pulchella,,n,,5,1,Piperitae,E,Peppermint,24,0,1.905,3.4925,6.35,6,28,1.4,13,33.02,1.3422,1.9957,5.9,8.3,227.4915254,240.4457831,1.66895,233.9686543,3,342,38.5,2.06,3.1,0.504854369,70,pul51,1521.6821,0.26534,5734.838698,0,0.26534,0.487,0.2318,0.475975359,0.53278,0.77878,0.340712396,1.04412,0.003052982
E. pulchella,,n,,5,2,Piperitae,E,Peppermint,24,0,1.5875,2.54,3.175,6.5,18,1.9,10,25.4,1.6513,1.7244,8.4,8.1,196.5833333,212.8888889,1.68785,204.7361111,3,342,31.5,2.48,6.12,1.467741935,70,pul52,1488.5134,0.16052,9273.071268,0.38496,0.54548,0.532,0.262,0.492481203,0.61204,0.89054,0.612527231,1.43602,0.004198889
E. pulchella,,n,,5,3,Piperitae,E,Peppermint,24,0,2.54,5.715,8.255,6.5,23,2,15,38.1,2.1069,2.7862,6.3,8.4,334.4285714,331.6904762,2.44655,333.0595238,3,342,41.5,2.29,4.65,1.030567686,50,pul53,1741.8168,0.29183,5968.600898,0,0.29183,0.598,0.2595,0.433946488,0.85063,1.12483,0.259443649,1.41666,0.004142281
E. pulchella,,n,,5,4,Piperitae,E,Peppermint,24,0,1.5875,5.08,8.255,11,21,1.2,9,22.86,1.147,0.991,3.8,2.2,301.8421053,450.4545455,1.069,376.1483254,3,342,27,1.93,2.5,0.295336788,95,pul54,1134.1489,0.13004,8721.538757,0,0.13004,0.378,0.1732,0.458201058,0.46715,0.64635,0.201191305,0.77639,0.002270146
E. pulchella,,n,,5,5,Piperitae,E,Peppermint,24,0,2.8575,6.35,12.065,21,33,4.5,35,88.9,1.6625,1.7766,5.7,7.1,291.6666667,250.2253521,1.71955,270.9460094,3,342,89.5,6.38,8.96,0.404388715,50,pul55,2247.9161,0.25523,8807.413313,2.11649,2.37172,3.702,1.542,0.416531605,7.27509,8.82989,0.268601308,11.20161,0.032753246
