sp,seed source location,dead,notes,trt,rep,series,subgenus,genetic.lineage,n.kg.ha.yr,p.kg.ha.yr,ht.23.cm,ht.53.cm,ht.82.cm,ht.144.cm,ht.197.cm,bd.246.mm,ht.246.in,ht.246.cm,leaf 1 cm2,leaf 2 cm2,leaf 1 mg,leaf 2 mg,sla 1 cm2 g,sla 2 cm2 g,leaf size cm2,sla cm2 g,harvest day dec 2015,days old,ht cm,stem diam mm,lig diam mm,rel lig size,Percent rust scaleinsects discoloration mildew,winrhizo id,srl cm,srl g,srl cm g,extra root g,total root g,ssd vol cm3,ssd mass g,ssd mg mm3,extra agb g,total agb g,rs,total biomass g,RGR
E. morrisbyi,,n,RIS,10,4,Viminales,S,AlpWBYgum,100,12,2.8575,5.08,7.62,10,14,1.2,8,20.32,,,,,,,,,9,348,22.75,1.68,1.68,0,100,mor104,3015.2297,0.29014,10392.32681,0,0.29014,0.201,0.078,0.388059701,0.3448,0.4228,0.686234626,0.71294,0.002048678
E. morrisbyi,,n,,10,5,Viminales,S,AlpWBYgum,100,12,4.7625,13.97,24.765,33,57,5.6,30,76.2,3.372,2.6191,12.94,11.53,260.5873261,227.1552472,2.99555,243.8712867,8,347,95.5,7.05,14.46,1.05106383,50,mor105,1582.1349,0.26694,5926.930771,5.93367,6.20061,3.481,1.6677,0.479086469,10.651,12.34317,0.502351503,18.54378,0.053440288
E. obliqua,,y,,1,1,Obliquae,E,Ash,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. obliqua,,y,,1,2,Obliquae,E,Ash,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. obliqua,,n,,1,3,Obliquae,E,Ash,0,0,1.905,3.4925,5.715,10,11,1.7,6,15.24,14.1763,15.0569,56.02,61.55,253.0578365,244.6287571,14.6166,248.8432968,8,347,19.25,2.47,2.47,0,100,obl13,1797.6475,0.2796,6429.354435,0,0.2796,0.603,0.2447,0.405804312,1.06776,1.43003,0.195520374,1.70963,0.004926888
E. obliqua,,n,,1,4,Obliquae,E,Ash,0,0,1.27,5.3975,1.905,2,4,0.8,2,5.08,,,,,,,,,13,352,5.25,1.01,1.01,0,100,obl14,651.7567,0.03714,17548.64567,0,0.03714,,,,0.11271,0.11271,0.329518233,0.14985,0.00042571
E. obliqua,,n,,1,5,Obliquae,E,Ash,0,0,2.2225,4.445,4.445,5.5,17,2.6,8,20.32,31.6392,20.0341,133.42,94.76,237.1398591,211.4193753,25.83665,224.2796172,9,348,23.25,3.92,3.92,0,100,obl15,1105.9249,0.15593,7092.444687,0.41049,0.56642,1.169,0.481,0.411462789,1.6358,2.34498,0.24154577,2.9114,0.008366092
E. obliqua,,y,,2,1,Obliquae,E,Ash,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. obliqua,,n,,2,2,Obliquae,E,Ash,0,12,3.175,7.62,12.7,19,44,7.5,19,48.26,22.6463,24.0633,158.71,210.86,142.6898116,114.1197951,23.3548,128.4048034,12,351,53.25,7.53,11.55,0.533864542,100,obl22,1753.4908,0.31864,5503.046698,4.77883,5.09747,4.103,1.8706,0.45591031,12.99398,15.23415,0.334608101,20.33162,0.057924843
E. obliqua,,n,,2,3,Obliquae,E,Ash,0,12,1.5875,4.445,4.445,7,17,3.1,10,25.4,31.2432,17.6143,253.86,145.31,123.0725597,121.2187737,24.42875,122.1456667,4,343,27,3.91,3.91,0,100,obl23,2413.4304,0.42207,5718.080887,0,0.42207,1.35,0.5683,0.420962963,1.80939,2.77686,0.151995419,3.19893,0.009326327
E. obliqua,,n,,2,4,Obliquae,E,Ash,0,12,2.2225,2.54,2.54,2,,1.7,6,15.24,12.6623,,69.26,,182.8226971,,12.6623,182.8226971,13,352,16.5,2.21,2.21,0,100,obl24,2077.3988,0.20877,9950.657662,0,0.20877,0.335,0.1308,0.390447761,0.41256,0.61262,0.340782214,0.82139,0.002333494
E. obliqua,,y,,2,5,Obliquae,E,Ash,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. obliqua,,n,,3,1,Obliquae,E,Ash,12,0,1.905,2.54,5.715,7,29,4.3,15,38.1,27.8623,35.7992,200.64,250,138.8671252,143.1968,31.83075,141.0319626,10,349,35,5.32,5.32,0,100,obl31,1670.1028,0.27835,6000.010059,2.10228,2.38063,2.452,1.9028,0.776019576,3.17259,5.52603,0.430802945,7.90666,0.022655186
E. obliqua,,n,,3,2,Obliquae,E,Ash,12,0,2.8575,3.81,4.445,6.5,10,1.6,5,12.7,9.3164,,69.15,,134.7274042,,9.3164,134.7274042,4,343,17,1.94,1.94,0,70,obl32,1459.9941,0.14068,10378.12127,0,0.14068,0.392,0.1619,0.413010204,0.28167,0.51272,0.274379778,0.6534,0.001904956
E. obliqua,,y,,3,3,Obliquae,E,Ash,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. obliqua,,y,,3,4,Obliquae,E,Ash,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. obliqua,,y,,3,5,Obliquae,E,Ash,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. obliqua,,n,,4,1,Obliquae,E,Ash,12,12,3.175,5.3975,6.35,10,22,4,9,22.86,23.5807,22.6864,188.78,148.75,124.9110075,152.5136134,23.13355,138.7123105,5,344,21,5.09,5.09,0,100,obl41,2759.5435,0.33853,8151.547869,2.6244,2.96293,1.786,0.7079,0.396360582,4.93941,5.98484,0.49507255,8.94777,0.026010959
E. obliqua,,y,,4,2,Obliquae,E,Ash,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. obliqua,,n,,4,3,Obliquae,E,Ash,12,12,2.2225,3.4925,3.81,10,16,3,8,20.32,7.3035,7.8411,37.2,45.94,196.3306452,170.6813235,7.5723,183.5059843,10,349,25,3.11,5,0.607717042,100,obl43,1560.0812,0.17575,8876.706686,0.61624,0.79199,0.716,0.3426,0.47849162,0.9075,1.33324,0.594034082,2.12523,0.006089484
E. obliqua,,y,,4,4,Obliquae,E,Ash,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. obliqua,,y,,4,5,Obliquae,E,Ash,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. obliqua,,n,,5,1,Obliquae,E,Ash,24,0,3.4925,4.7625,5.715,6.5,14,1.8,7,17.78,,,,,,,,,13,352,21,2.95,2.95,0,60,obl51,1512.0886,0.19851,7617.191073,0.55325,0.75176,0.8,0.3756,0.4695,1.31427,1.68987,0.444862623,2.44163,0.006936449
E. obliqua,,n,,5,2,Obliquae,E,Ash,24,0,1.905,2.8575,2.54,2.5,4,1.1,3,7.62,,,,,,,,,13,352,4,0.58,0.58,0,100,obl52,28.8484,0.00327,8822.140673,0,0.00327,,,,0.07113,0.07113,0.045972164,0.0744,0.000211364
E. obliqua,,y,,5,3,Obliquae,E,Ash,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. obliqua,,y,,5,4,Obliquae,E,Ash,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. obliqua,,y,,5,5,Obliquae,E,Ash,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. obliqua,,y,,6,1,Obliquae,E,Ash,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. obliqua,,y,,6,2,Obliquae,E,Ash,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. obliqua,,n,,6,3,Obliquae,E,Ash,24,12,2.8575,4.1275,5.715,7,22,3.3,10,25.4,18.9138,,149,,126.938255,,18.9138,126.938255,4,343,31.5,3.94,3.94,0,90,obl63,1174.7669,0.17606,6672.537203,0.52169,0.69775,1.348,0.5828,0.432344214,1.9275,2.6593,0.262381078,3.35705,0.009787318
E. obliqua,,y,,6,4,Obliquae,E,Ash,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. obliqua,,n,extra agb mission,6,5,Obliquae,E,Ash,24,12,2.2225,2.2225,2.54,2,3,0.55,2,5.08,,,,,,,,,8,347,8.25,0.81,0.81,0,100,obl65,109.7643,0.0098,11200.43878,0,0.0098,,,,0.11913,0.11913,0.082263074,0.12893,0.000371556
E. obliqua,,y,,7,1,Obliquae,E,Ash,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. obliqua,,y,,7,2,Obliquae,E,Ash,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. obliqua,,y,,7,3,Obliquae,E,Ash,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. obliqua,,n,,7,4,Obliquae,E,Ash,50,0,2.54,4.7625,4.445,7,13,2.1,6,15.24,16.5832,,99.14,,167.2705265,,16.5832,167.2705265,8,347,26,3.12,3.12,0,80,obl74,1747.5686,0.16822,10388.58994,0.50542,0.67364,0.821,0.3802,0.463093788,1.11745,1.59679,0.421871379,2.27043,0.006543026
E. obliqua,,n,,7,5,Obliquae,E,Ash,50,0,2.54,3.4925,3.175,2.5,4,0.7,2.5,6.35,,,,,,,,,4,343,9.5,0.93,0.93,0,10,obl75,95.8884,0.00929,10321.67922,0,0.00929,,,,0.1525,0.1525,0.060918033,0.16179,0.000471691
E. obliqua,,y,,8,1,Obliquae,E,Ash,50,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. obliqua,,y,,8,2,Obliquae,E,Ash,50,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. obliqua,,n,,8,3,Obliquae,E,Ash,50,12,2.54,4.1275,5.715,12,47,5.97,26,66.04,35.4987,21.1647,341.64,257.92,103.9067439,82.05916563,28.3317,92.98295479,8,347,63.25,6.66,6.66,0,90,obl83,1559.3936,0.34001,4586.316873,3.62961,3.96962,3.76,1.7834,0.474308511,12.5971,14.98006,0.264993598,18.94968,0.054610029
E. obliqua,,y,,8,4,Obliquae,E,Ash,50,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. obliqua,,n,extra agb missing,8,5,Obliquae,E,Ash,50,12,2.54,5.715,6.35,12,24,3.3,12,30.48,9.4383,17.1472,57.42,98.18,164.3730408,174.6506417,13.29275,169.5118412,13,352,40.5,3.74,4.8,0.28342246,80,obl85,2061.3492,0.18,11451.94,,,1.298,0.5799,0.446764253,,,,,
E. obliqua,,y,,9,1,Obliquae,E,Ash,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. obliqua,,n,,9,2,Obliquae,E,Ash,100,0,2.8575,4.1275,4.445,4,19,2.8,10,25.4,27.308,18.0464,165.17,101.11,165.3326875,178.4828405,22.6772,171.907764,3,342,27.6,4.24,4.24,0,20,obl92,1984.8727,0.21079,9416.351345,3.73404,3.94483,1.486,0.6415,0.431695828,4.46886,5.37664,0.733697997,9.32147,0.02725576
E. obliqua,,y,,9,3,Obliquae,E,Ash,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. obliqua,,n,,9,4,Obliquae,E,Ash,100,0,1.5875,2.54,4.445,5,19,6.83,17,43.18,24.9554,11.5443,207.79,95.21,120.0991386,121.250919,18.24985,120.6750288,6,345,50.75,6.26,6.26,0,50,obl94,1674.3457,0.36435,4595.432139,2.607,2.97135,1.961,0.9765,0.497960224,7.2722,8.5517,0.347457231,11.52305,0.033400145
E. obliqua,,y,,9,5,Obliquae,E,Ash,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. obliqua,,n,,10,1,Obliquae,E,Ash,100,12,2.2225,2.8575,3.175,3.5,28,4.38,16,40.64,28.469,36.1069,192.52,214.97,147.8755454,167.9625064,32.28795,157.9190259,8,347,53.5,6.21,9.05,0.457326892,40,obl101,1923.8169,0.27519,6990.867764,2.0044,2.27959,2.905,1.294,0.445438898,8.0823,9.78379,0.23299662,12.06338,0.034764784
E. obliqua,,y,,10,2,Obliquae,E,Ash,100,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. obliqua,,y,,10,3,Obliquae,E,Ash,100,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. obliqua,,y,,10,4,Obliquae,E,Ash,100,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. obliqua,,y,,10,5,Obliquae,E,Ash,100,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. ovata,,n,,1,1,Ovatae,S,AlpWBYgum,0,0,2.8575,6.6675,14.605,17,39,3.9,20.5,52.07,14.8963,14.2589,177.54,135.95,83.90390898,104.883413,14.5776,94.393661,13,352,56,4.18,12.26,1.933014354,70,ova11,1316.1915,0.22374,5882.683025,2.07985,2.30359,1.63,0.8648,0.530552147,4.96135,6.13964,0.375199523,8.44323,0.023986449
E. ovata,,n,,1,2,Ovatae,S,AlpWBYgum,0,0,5.3975,13.97,19.05,24,52,3.9,25,63.5,9.721,7.2031,94,66.23,103.4148936,108.7588706,8.46205,106.0868821,13,352,64,5.04,12.17,1.41468254,50,ova12,2298.3501,0.14991,15331.53292,1.6454,1.79531,1.652,0.7021,0.425,3.89047,4.7528,0.377737334,6.54811,0.018602585
E. ovata,,n,,1,3,Ovatae,S,AlpWBYgum,0,0,4.7625,14.2875,19.685,20,37,3.5,18,45.72,10.3125,7.9071,121.74,61,84.70921636,129.6245902,9.1098,107.1669033,9,348,43,4.69,7.05,0.503198294,100,ova13,1258.2015,0.25102,5012.355589,2.148,2.39902,1.39,0.685,0.492805755,3.7193,4.58704,0.522999581,6.98606,0.020074885
E. ovata,,n,,1,4,Ovatae,S,AlpWBYgum,0,0,2.54,5.08,5.715,7.5,12,1.7,7,17.78,,,,,,,,,10,349,17.5,1.67,2.39,0.431137725,100,ova14,667.3565,0.08258,8081.333253,0,0.08258,0.213,0.1036,0.486384977,0.2652,0.3688,0.223915401,0.45138,0.001293352
E. ovata,,n,,1,5,Ovatae,S,AlpWBYgum,0,0,3.4925,6.35,8.89,9,30,2.7,15,38.1,16.4648,,129.63,,127.0138085,,16.4648,127.0138085,11,350,36,3.29,7.79,1.367781155,100,ova15,847.0114,0.1059,7998.219075,0.74863,0.85453,1.151,0.5408,0.469852302,1.72486,2.39529,0.356754297,3.24982,0.0092852
E. ovata,,n,,2,1,Ovatae,S,AlpWBYgum,0,12,4.445,9.525,13.97,22,49,4.75,23.5,59.69,5.4076,14.355,58.69,148.89,92.13835406,96.4134596,9.8813,94.27590683,6,345,60.5,4.55,6.12,0.345054945,100,ova21,2863.6365,0.5035,5687.460775,1.63531,2.13881,1.734,0.8347,0.481372549,4.9306,5.97288,0.358086886,8.11169,0.023512145
E. ovata,,n,,2,2,Ovatae,S,AlpWBYgum,0,12,5.08,10.16,14.605,16,30,2.2,11,27.94,6.1379,4.0419,31.15,21.22,197.0433387,190.4759661,5.0899,193.7596524,10,349,24.5,1.8,4.95,1.75,100,ova22,2001.634,0.33126,6042.486265,0,0.33126,0.303,0.1603,0.529042904,0.98396,1.19663,0.276827424,1.52789,0.004377908
E. ovata,,n,,2,3,Ovatae,S,AlpWBYgum,0,12,5.08,11.7475,14.605,17,43,4,24,60.96,6.3352,5.7193,36.55,36.74,173.3296854,155.66957,6.02725,164.4996277,12,351,59,4.4,4.4,0,90,ova23,1348.4103,0.19018,7090.179304,1.03015,1.22033,1.896,0.8548,0.450843882,3.53677,4.46486,0.27331876,5.68519,0.016197123
E. ovata,,n,,2,4,Ovatae,S,AlpWBYgum,0,12,2.8575,6.6675,11.43,18,46,3,21,53.34,18.2523,12.2165,103.43,81.81,176.4700764,149.3277105,15.2344,162.8988935,10,349,56.5,4.11,8.94,1.175182482,70,ova24,1860.0121,0.358,5195.564525,1.44341,1.80141,1.597,0.7959,0.498371947,2.63231,3.61345,0.498529107,5.41486,0.015515358
E. ovata,,n,,2,5,Ovatae,S,AlpWBYgum,0,12,3.4925,7.9375,10.16,11,34,2.8,16,40.64,12.9316,14.3853,83.89,98.64,154.1494815,145.8363747,13.65845,149.9929281,11,350,41,3.31,9.78,1.954682779,60,ova25,1685.2065,0.17449,9657.897301,1.32482,1.49931,1.132,0.5425,0.479240283,2.1007299,2.8257599,0.53058648,4.3250699,0.012357343
E. ovata,,n,,3,1,Ovatae,S,AlpWBYgum,12,0,5.3975,5.3975,8.255,7,27,3,16,40.64,14.3421,12.4361,84.83,82.2,169.0687257,151.2907543,13.3891,160.17974,5,344,38.75,4.23,7,0.654846336,50,ova31,2158.6131,0.28608,7545.487626,2.1628,2.44888,1.241,0.5839,0.470507655,2.70549,3.45642,0.70850186,5.9053,0.01716657
E. ovata,,n,,3,2,Ovatae,S,AlpWBYgum,12,0,7.0358,13.335,15.24,19,46,4.1,24,60.96,12.9012,11.6906,75.36,80.79,171.1942675,144.7035524,12.2959,157.94891,10,349,65,4.21,17.3,3.109263658,60,ova32,1976.7421,0.42879,4610.047109,2.04266,2.47145,2.134,0.9742,0.45651359,4.508,5.63835,0.438328589,8.1098,0.023237249
E. ovata,,n,,3,3,Ovatae,S,AlpWBYgum,12,0,4.445,9.7155,11.43,13,27,2.6,14,35.56,15.8543,16.4966,100.78,129.35,157.3159357,127.5345961,16.17545,142.4252659,8,347,31,3.06,5.58,0.823529412,60,ova33,1749.1197,0.17339,10087.77727,0.73714,0.91053,0.727,0.3879,0.533562586,2.28615,2.90418,0.313523955,3.81471,0.010993401
E. ovata,,n,,3,4,Ovatae,S,AlpWBYgum,12,0,4.7625,8.255,13.335,20,40,2.8,18,45.72,15.477,9.3325,125.4,103.2,123.4210526,90.43120155,12.40475,106.9261271,13,352,45.5,4.07,4.07,0,90,ova34,1320.4907,0.24747,5335.962743,0.96801,1.21548,1.077,0.5339,0.495728877,2.68741,3.44991,0.352322234,4.66539,0.013253949
E. ovata,,n,,3,5,Ovatae,S,AlpWBYgum,12,0,2.54,8.89,14.605,22,42,3,24,60.96,18.174,13.5558,140.99,126.45,128.9027591,107.202847,15.8649,118.052803,12,351,61.5,4.04,12.19,2.017326733,50,ova35,1459.0868,0.32715,4459.993275,1.74751,2.07466,1.808,0.8657,0.478816372,4.98219,6.11533,0.339255608,8.18999,0.023333305
E. ovata,,n,,4,1,Ovatae,S,AlpWBYgum,12,12,5.3975,15.24,15.24,21,36,4.2,21,53.34,19.8864,12.6583,178.2,90.86,111.5959596,139.3165309,16.27235,125.4562453,13,352,50.5,6.04,12.05,0.995033113,90,ova41,1612.1264,0.26883,5996.824759,2.02336,2.29219,3.51,1.5511,0.441908832,6.87513,8.69529,0.263612829,10.98748,0.031214432
E. ovata,,n,,4,2,Ovatae,S,AlpWBYgum,12,12,3.81,9.7155,,16,45,4.3,23,58.42,18.0722,17.017,161.81,114.34,111.687782,148.8280567,17.5446,130.2579193,3,342,62.1,4.31,12.18,1.825986079,10,ova42,2188.1517,0.28277,7738.273862,5.0811,5.36387,1.587,0.6687,0.421361059,4.91349,5.85834,0.915595544,11.22221,0.03281348
E. ovata,,n,,4,3,Ovatae,S,AlpWBYgum,12,12,4.1275,13.335,19.685,35,47,5.5,18,45.72,10.4533,13.0707,98.16,93.79,106.4924613,139.3613392,11.762,122.9269002,7,346,42.5,6.78,12.41,0.830383481,50,ova43,3282.6246,0.5319,6171.50705,4.25512,4.78702,2.735,1.2827,0.468994516,6.9464,8.42105,0.568458803,13.20807,0.038173613
E. ovata,,n,,4,4,Ovatae,S,AlpWBYgum,12,12,3.81,12.7,22.86,31,60,5.3,28,71.12,14.4028,11.9911,120.8,123.55,119.2284768,97.05463375,13.19695,108.1415553,13,352,72.5,6.19,15.77,1.547657512,60,ova44,2437.0793,0.25955,9389.633211,4.93887,5.19842,3.192,1.4851,0.465256892,8.50236,10.23181,0.508064556,15.43023,0.043835881
E. ovata,,n,,4,5,Ovatae,S,AlpWBYgum,12,12,6.35,17.145,20.32,26,43,5.2,24,60.96,18.1792,13.649,151.65,117.99,119.8760303,115.6792949,15.9141,117.7776626,9,348,61.5,5.67,11.12,0.961199295,70,ova45,2852.9835,0.46785,6098.0731,4.26429,4.73214,2.717,1.2476,0.459182922,9.89069,11.40793,0.414811451,16.14007,0.046379511
E. ovata,,y,,5,1,Ovatae,S,AlpWBYgum,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. ovata,,y,,5,2,Ovatae,S,AlpWBYgum,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. ovata,,n,,5,3,Ovatae,S,AlpWBYgum,24,0,2.54,13.5255,19.05,24.5,54,6.1,24,60.96,20.9797,24.2944,147.62,200.79,142.1196315,120.9940734,22.63705,131.5568524,6,345,67,6.38,16.96,1.65830721,70,ova53,2167.0839,0.45454,4767.641792,3.61223,4.06677,2.986,1.3766,0.461018084,11.4546,13.17961,0.308565276,17.24638,0.049989507
E. ovata,,n,,5,4,Ovatae,S,AlpWBYgum,24,0,2.54,6.985,12.065,15,30,3.6,14,35.56,,,,,,,,,11,350,37.5,3.78,11.44,2.026455026,70,ova54,1523.2885,0.38339,3973.208743,2.98179,3.36518,1.01,0.4663,0.461683168,2.31151,2.77781,1.211450747,6.14299,0.0175514
E. ovata,,n,,5,5,Ovatae,S,AlpWBYgum,24,0,6.0325,11.43,16.51,22,51,5,26,66.04,8.1614,21.1171,69.86,178.43,116.8250787,118.3494928,14.63925,117.5872858,11,350,68.25,6.14,15.79,1.571661238,40,ova55,1827.9309,0.3638,5024.548928,5.62547,5.98927,3.083,1.3537,0.439085307,8.72897,10.33096,0.579739927,16.32023,0.046629229
E. ovata,,n,,6,1,Ovatae,S,AlpWBYgum,24,12,7.62,13.97,24.13,42,41,3.1,14,35.56,5.376,9.7227,43.85,118.07,122.5997719,82.34691285,7.54935,102.4733424,12,351,42,2.8,8.48,2.028571429,80,ova61,1825.7482,0.20767,8791.583763,0.60385,0.81152,0.876,0.3466,0.3956621,3.17115,3.67967,0.220541516,4.49119,0.012795413
E. ovata,,n,,6,2,Ovatae,S,AlpWBYgum,24,12,4.445,7.62,9.525,14,22,2.7,9,22.86,5.8546,3.4741,57.42,34.25,101.9609892,101.4335766,4.66435,101.6972829,13,352,23,3.4,3.79,0.114705882,100,ova62,1309.0473,0.16444,7960.637923,1.06722,1.23166,0.888,0.392,0.441441441,1.73597,2.21964,0.554891784,3.4513,0.00980483
E. ovata,,n,,6,3,Ovatae,S,AlpWBYgum,24,12,3.4925,10.16,12.065,18,54,7.4,24,60.96,18.3461,18.7572,152.49,132.38,120.3101843,141.6920985,18.55165,131.0011414,8,347,60.5,7.69,13.66,0.7763329,60,ova63,1554.7686,0.52154,2981.110941,6.65895,7.18049,4.287,2.0784,0.484814556,14.24299,16.60626,0.432396578,23.78675,0.068549712
E. ovata,,y,,6,4,Ovatae,S,AlpWBYgum,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. ovata,,n,,6,5,Ovatae,S,AlpWBYgum,24,12,3.81,9.525,12.065,26.5,47,5.7,26,66.04,19.2608,17.0262,99.92,138.15,192.7622098,123.2442997,18.1435,158.0032547,6,345,67,6.33,8.22,0.298578199,90,ova65,2558.5425,0.53945,4742.87237,6.16218,6.70163,2.626,1.1923,0.454036558,8.86229,10.29266,0.651107683,16.99429,0.049258812
E. ovata,,n,,7,1,Ovatae,S,AlpWBYgum,50,0,2.54,7.9375,16.51,28,49,4.8,29,73.66,8.8559,16.2337,71.2,134.94,124.380618,120.3030977,12.5448,122.3418578,9,348,61.75,5.23,19.6,2.747609943,80,ova71,2397.6065,0.23938,10015.9015,1.641,1.88038,1.319,0.5829,0.441925701,7.29851,8.08755,0.232503045,9.96793,0.028643477
E. ovata,,n,,7,2,Ovatae,S,AlpWBYgum,50,0,4.7625,10.16,15.875,21,40,6,22,55.88,15.7353,16.7673,198.86,183.1,79.1275269,91.57454943,16.2513,85.35103816,6,345,59.75,5.44,14.56,1.676470588,100,ova72,1687.361,0.47921,3521.130611,8.12657,8.60578,2.596,1.2754,0.491294299,6.73908,8.39644,1.024931995,17.00222,0.049281797
E. ovata,,n,,7,3,Ovatae,S,AlpWBYgum,50,0,4.445,10.16,19.685,36,54,3.8,25,63.5,11.0104,8.8246,137.58,87.72,80.02907399,100.5996352,9.9175,90.3143546,9,348,66.75,4.88,19.75,3.047131148,80,ova73,1737.1686,0.29382,5912.356545,2.94271,3.23653,1.855,0.9199,0.495902965,5.93708,7.08228,0.456989839,10.31881,0.029651753
E. ovata,,n,extra agb moved from OVA 8-1,7,4,Ovatae,S,AlpWBYgum,50,0,4.445,11.43,14.605,25,49,4.4,25,63.5,16.3429,15.86,111.9,113.2,146.049151,140.1060071,16.10145,143.077579,10,349,68.5,4.93,7.21,0.462474645,40,ova74,1913.7111,0.36898,5186.490054,4.7662,5.13518,2.362,1.154,0.488569009,7.06012,8.43922,0.608489884,13.5744,0.038895129
E. ovata,,n,,7,5,Ovatae,S,AlpWBYgum,50,0,3.4925,11.43,24.13,34,61,5.5,29,73.66,16.26,,173.29,,93.8311501,,16.26,93.8311501,13,352,79.5,6.44,12.35,0.917701863,70,ova75,1298.8404,0.21801,5957.710197,2.94256,3.16057,2.929,1.4279,0.487504268,7.0012,8.60239,0.367406035,11.76296,0.0334175
E. ovata,,n,,8,1,Ovatae,S,AlpWBYgum,50,12,5.08,15.24,27.94,41,60,8.62,27,68.58,15.3026,10.634,189.55,86.11,80.73120549,123.4932064,12.9683,102.1122059,8,347,70.5,6.59,17.8,1.701062215,50,ova81,2186.4385,0.47305,4622.00296,6.67701,7.15006,2.7,1.2376,0.45837037,9.084,10.59726,0.674708368,17.74732,0.051145014
E. ovata,,n,,8,2,Ovatae,S,AlpWBYgum,50,12,3.81,10.16,2.54,24,50,3.5,23,58.42,9.6401,12.4332,101.75,82.64,94.74299754,150.4501452,11.03665,122.5965714,10,349,67.75,5.51,13.63,1.473684211,40,ova82,1831.5852,0.37082,4939.28375,3.10168,3.4725,2.517,1.3041,0.518116806,7.85971,9.3482,0.371461886,12.8207,0.03673553
E. ovata,,y,,8,3,Ovatae,S,AlpWBYgum,50,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. ovata,,y,,8,4,Ovatae,S,AlpWBYgum,50,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. ovata,,n,,8,5,Ovatae,S,AlpWBYgum,50,12,3.4925,5.3975,13.97,22,22,2.3,8,20.32,9.3692,6.3994,153.23,91.32,61.14468446,70.07665353,7.8843,65.61066899,10,349,22.75,2.34,2.34,0,100,ova85,928.7229,0.10895,8524.303809,0,0.10895,0.629,0.215,0.341812401,1.0706,1.53015,0.07120217,1.6391,0.004696562
E. ovata,,n,crispy,9,1,Ovatae,S,AlpWBYgum,100,0,4.7625,9.525,17.78,34,53,8,22,55.88,23.0173,19.918,194.67,192.73,118.2375302,103.3466508,21.46765,110.7920905,8,347,56,9.2,14.2,0.543478261,90,ova91,1685.5583,0.33428,5042.354613,9.81022,10.1445,5.412,2.5101,0.463802661,10.4078,13.3053,0.762440531,23.4498,0.067578674
E. ovata,,n,,9,2,Ovatae,S,AlpWBYgum,100,0,2.8575,8.5725,13.97,32,72,5.4,36,91.44,15.4692,16.4823,116.23,132.55,133.0912845,124.3477933,15.97575,128.7195389,8,347,102.25,7.42,12.06,0.625336927,30,ova92,1879.8911,0.34992,5372.345393,6.03387,6.38379,4.895,2.2379,0.457180797,12.83144,15.31812,0.416747617,21.70191,0.062541527
